type,title,director,cast,country,rating,listed_in,release_year,day,month,year,kcluster
movie,mercy black,owen egerton,"daniella pineda, elle lamont, janeane garofalo, miles emmons, lee eddy, austin amelio, elke boucher-depew, dylan gage, troy anthony hogan, jamy lentz",united states,tv-14,horror movies,2019,31,3,2019,4
movie,the burial of kojo,sam "blitz" bazawule,"cynthia dankwa, ama k. abebrese, joseph otsiman, kobina amissah sam, mamley djangmah, henry adofo, anima misa, brian angels","ghana, united states",tv-14,"dramas, independent movies, international movies",2018,31,3,2019,4
movie,15-Aug,swapnaneel jayakar,"rahul pethe, mrunmayee deshpande, adinath kothare, vaibhav mangale, jaywant wadkar, satish pulekar, naina apte, uday tikekar",india,tv-14,"comedies, dramas, independent movies",2019,29,3,2019,4
movie,bayonet,kyzza terrazas,"luis gerardo méndez, brontis jodorowsky, joonas saartamo, laura birn, ilkka koivula, ville virtanen, raúl villegas, miriam balderas, ximena guzmán","mexico, finland",tv-ma,"dramas, international movies, sports movies",2019,29,3,2019,4
tv show,santa clarita diet,victor fresco,"drew barrymore, timothy olyphant, liv hewson, skyler gisondo",united states,tv-ma,"tv comedies, tv horror, tv thrillers",2019,29,3,2019,4
movie,the highwaymen,john lee hancock,"kevin costner, woody harrelson, kathy bates, john carroll lynch, thomas mann, kim dickens, w. earl brown, william sadler",united states,r,dramas,2019,29,3,2019,4
movie,the legend of cocaine island,theo love,the legend of cocaine island,united states,tv-ma,documentaries,2019,29,3,2019,4
movie,danur: i can see ghosts,awi suryadi,"prilly latuconsina, sandrinna michelle, shareefa daanish, indra brotolaras, kinaryosih, inggrid widjanarko, asha kenyeri bermudez, wesley andrew, kevin bzezovski taroreh, gamaharitz",indonesia,tv-ma,"horror movies, international movies",2017,27,3,2019,4
movie,verses of love,hanung bramantyo,"fedi nuril, rianti cartwright, carissa putri, melanie putria, zaskia adya mecca, surya saputra, dennis adhiswara, oka antara",indonesia,tv-pg,"dramas, international movies, romantic movies",2008,27,3,2019,4
movie,nate bargatze: the tennessee kid,ryan polito,nate bargatze,united states,tv-pg,stand-up comedy,2019,26,3,2019,4
movie,sei,raj babu,"nakhul, aanchal munjal, nassar, prakash raj, thalaivasal vijay, manobala, jeyan cherthala, annadurai kannadasan",india,tv-14,"action & adventure, comedies, dramas",2018,25,3,2019,4
movie,superlopez,javier ruiz caldera,"dani rovira, alexandra jiménez, julián lópez, maribel verdú, pedro casablanc, gracia olayo, ferran rañé, gonzalo de castro, mireia portas",spain,tv-ma,"action & adventure, comedies, international movies",2018,24,3,2019,4
movie,oversize cops,"chanon yingyong, phuwanit pholdee","sarun cinsuvapala, pramote pathan, suphachai subprasert, somyos matures, supavitch nepremwattana, nachjaree horvejkul, jatupone chompoonich, chertsak pratumseesakhon",thailand,tv-ma,"action & adventure, comedies, international movies",2017,23,3,2019,4
tv show,charlie's colorforms city,angela c. santomero,"jacob soley, saara chaudry, tyler barish, zoe hatz, julie lemieux, joseph motiki, shoshana sperling, adrianna di liello, deann degruijter, stacey depass",united states,tv-y,kids' tv,2019,22,3,2019,4
tv show,delhi crime,richie mehta,"shefali shah, rajesh tailang, rasika dugal, adil hussain, vinod sharawat, mridul sharma, gopal dutt tiwari, anurag arora, gaurav rana, yashaswini dayama",india,tv-ma,"crime tv shows, international tv shows, tv dramas",2019,22,3,2019,4
movie,mirage,oriol paulo,"adriana ugarte, chino darín, javier gutiérrez, álvaro morte, nora navas, miquel fernández, clara segura, mima riera, aina clotet, albert pérez, julio bohigas-couto, belén rueda",spain,tv-ma,"dramas, international movies, sci-fi & fantasy",2018,22,3,2019,4
movie,remastered: the miami showband massacre,stuart sender,remastered: the miami showband massacre,united states,tv-ma,"documentaries, music & musicals",2019,22,3,2019,4
movie,the dirt,jeff tremaine,"douglas booth, iwan rheon, colson baker, daniel webber, david costabile, pete davidson",united states,tv-ma,"comedies, dramas, music & musicals",2019,22,3,2019,4
tv show,the oa,"brit marling
zal batmanglij","brit marling, jason isaacs, emory cohen, scott wilson, phyllis smith, alice krige, patrick gibson, brendan meyer, brandon perea, ian alexander, will brill, riz ahmed, paz vega",united states,tv-ma,"tv dramas, tv mysteries, tv sci-fi & fantasy",2019,22,3,2019,4
movie,the amazing praybeyt benjamin,wenn v. deramas,"vice ganda, bimby aquino-yap, alex gonzaga, tom rodriguez",philippines,tv-14,"action & adventure, comedies, international movies",2014,21,3,2019,4
movie,the super parental guardians,joyce bernal,"vice ganda, coco martin, onyok pineda, awra briguela, assunta de rossi, pepe herrera, joem bascon, matet de leon, kiray celis, lassy marquez, mc calaquian",philippines,tv-14,"action & adventure, comedies, international movies",2016,21,3,2019,4
movie,the third party,jason paul laxamana,"sam milby, angel locsin, zanjoe marudo, cherry pie picache, alma moreno, matet de leon, al tantay, beauty gonzalez, katrina michelle legaspi",philippines,tv-ma,"comedies, dramas, international movies",2016,21,3,2019,4
movie,the unmarried wife,maryo j. de los reyes,"angelica panganiban, dingdong dantes, paulo avelino, maricar reyes, denise laurel, dimples romana, justin cuyugan, mart escudero, pamu pamorada, lei andre navarro, irma adlawan",philippines,tv-ma,"dramas, international movies, romantic movies",2016,21,3,2019,4
movie,vince and kath and james,theodore boborol,"julia barretto, joshua garcia, ronnie alonte, maris racal, ina raymundo, shamaine centenera, ana abad-santos, jeric raval, allan paule, manuel chua",philippines,tv-pg,"international movies, romantic movies",2016,21,3,2019,4
movie,alexis viera: a story of surviving,luis ara,alexis viera,uruguay,tv-ma,"documentaries, international movies, sports movies",2019,20,3,2019,3
movie,imago,"karan shivajirao chavan, vikram tanajirao patil","aishwarya ghaydar, amol deshmukh, adarsh kurne, vishwas kamble, neha awati, amaraja patil, rinkle chopde, shreyas gurav",india,tv-pg,"dramas, independent movies, international movies",2018,20,3,2019,3
movie,amy schumer growing,amy schumer,amy schumer,united states,tv-ma,stand-up comedy,2019,19,3,2019,3
movie,5 flights up,richard loncraine,"josh pais, claire van der boom, morgan freeman, diane keaton, carrie preston, cynthia nixon, korey jackson, diane ciesla, michael cristofer",united states,pg-13,"comedies, dramas, independent movies",2014,17,3,2019,3
movie,bombairiya,pia sukanya,"radhika apte, siddhant kapoor, akshay oberoi, adil hussain, amit sial, ravi kishan, ajinkya deo, shilpa shukla","united arab emirates, united kingdom, india",tv-ma,"comedies, dramas, international movies",2018,15,3,2019,3
movie,burn out,yann gozlan,"olivier rabourdin, françois civil, manon azem, samuel jouy, narcisse mame, naël rabia, sam louwyck, luc schwarz, mario magalhaes, marc-antoine duquenne","france, belgium",tv-ma,"action & adventure, international movies",2017,15,3,2019,3
movie,edoardo ferrario: temi caldi,francesco imperato,edoardo ferrario,italy,tv-ma,stand-up comedy,2019,15,3,2019,3
movie,girl,lukas dhont,"victor polster, arieh worthalter, oliver bodart, tijmen govaerts, katelijne damen, valentijn dhaenens, magali elali, alice de broqueville, chris thys, angelo tijssens","netherlands, belgium",r,"dramas, international movies, lgbtq movies",2018,15,3,2019,3
tv show,if i hadn't met you,sergi belbel,"pablo derqui, mercedes sampietro, andrea ros, javier beltrán, paula malia, david vert, muguet franc, miquel garcía borda, berta garcia, joel bramona, montse guallar, abel folk, sergi lópez, òscar jarque, eli iranzo",spain,tv-ma,"international tv shows, romantic tv shows, tv dramas",2018,15,3,2019,3
movie,jeff dunham: arguing with myself,manny rodriguez,jeff dunham,united states,tv-ma,stand-up comedy,2006,15,3,2019,3
movie,jeff dunham: controlled chaos,"michael simon, matthew mcneil",jeff dunham,united states,tv-ma,stand-up comedy,2011,15,3,2019,3
movie,jeff dunham: minding the monsters,manny rodriguez,jeff dunham,united states,tv-ma,stand-up comedy,2012,15,3,2019,3
movie,jeff dunham's very special christmas special,michael simon,"jeff dunham, brian haner",united states,tv-ma,stand-up comedy,2008,15,3,2019,3
movie,late life: the chien-ming wang story,frank w chen,chien-ming wang,"united states, taiwan",tv-14,"documentaries, sports movies",2018,15,3,2019,3
movie,paskal,adrian teh,"hairul azreen, ammar alfian, jasmine suraya, henley hii, hafizul kamal, theebaan govindasamy, gambit saifullah, taufiq hanafi, nam ron, amerul affendi, tiger chen",malaysia,tv-14,"action & adventure, dramas, international movies",2018,15,3,2019,3
tv show,turn up charlie,"idris elba
gary reich","idris elba, piper perabo, jj feild, frankie hervey, guz khan",united kingdom,tv-ma,"british tv shows, international tv shows, tv comedies",2019,15,3,2019,3
movie,a love story,maryo j. de los reyes,"maricel soriano, aga muhlach, angelica panganiban, dante rivero, chin chin gutierrez, bobby andrews, tj trinidad, baron geisler, john arcilla, gerald madrid",philippines,tv-14,"dramas, international movies, romantic movies",2007,14,3,2019,3
movie,barcelona: a love untold,olivia m. lamasan,"kathryn bernardo, daniel padilla, joshua garcia, aiko melendez, joey marquez, ricky davao, maria isabel lopez, ana capri, cris villanueva",philippines,tv-14,"dramas, international movies, romantic movies",2016,14,3,2019,3
movie,everything about her,joyce bernal,"angel locsin, xian lim, vilma santos, michael de mesa, nonie buencamino, khalil ramos, devon seron, alexa ilacad, nor domingo, robert villar",philippines,tv-ma,"comedies, dramas, international movies",2016,14,3,2019,3
movie,finally found someone,theodore boborol,"john lloyd cruz, sarah geronimo, enchong dee, christian bables, joey marquez, yayo aguila, tetchie agbayani, dennis padilla, leo rialp, alwyn uytingco",philippines,tv-14,"international movies, romantic movies",2017,14,3,2019,3
movie,seven sundays,cathy garcia-molina,"ronaldo valdez, aga muhlach, dingdong dantes, enrique gil, cristine reyes, donita rose, ketchup eusebio, kean cipriano",philippines,tv-ma,"comedies, dramas, international movies",2017,14,3,2019,3
movie,triple frontier,j.c. chandor,"ben affleck, oscar isaac, charlie hunnam, pedro pascal, garrett hedlund, adria arjona",united states,r,action & adventure,2019,13,3,2019,3
movie,hajwala 2: mysterious mission,"ibrahim bin mohamed, hasan aljaberi","hussain al hosani, ali almarzouqi, abdullah al yousef, omar al hafidh, meral niazi, yaser hassan, fatema almansoori, ahmed el mohammdi",united arab emirates,tv-14,"action & adventure, comedies, international movies",2018,8,3,2019,2
movie,juanita,clark johnson,"alfre woodard, adam beach, latanya richardson jackson, marcus henderson, blair underwood, ashlie atkinson, tsulan cooper",united states,tv-ma,"dramas, independent movies, romantic movies",2019,8,3,2019,2
movie,lady j,emmanuel mouret,"cécile de france, edouard baer, alice isaaz, natalia dontcheva",france,tv-ma,"dramas, independent movies, international movies",2019,8,3,2019,2
movie,walk. ride. rodeo.,conor allyn,"spencer locke, missi pyle, sherri shepherd, bailey chase, alyvia alyn lind, max ehrich, corbin bleu, kathleen rose perkins",united states,tv-pg,"children & family movies, dramas",2019,8,3,2019,2
movie,nappily ever after,haifaa al-mansour,"sanaa lathan, ricky whittle, lynn whitfield, lyriq bent, ernie hudson",united states,tv-ma,"comedies, dramas, romantic movies",2018,7,3,2019,2
movie,sisterakas,wenn v. deramas,"ai-ai de las alas, vice ganda, kris aquino, xyriel manabat, daniel padilla, kathryn bernardo, tirso cruz iii, deejay durano, gloria diaz, jeffrey quizon",philippines,tv-14,"comedies, international movies",2012,7,3,2019,2
movie,starting over again,olivia m. lamasan,"piolo pascual, toni gonzaga, iza calzado",philippines,tv-14,"dramas, international movies, romantic movies",2014,7,3,2019,2
movie,that thing called tadhana,antoinette jadaone,"angelica panganiban, jm de guzman",philippines,tv-ma,"dramas, international movies, romantic movies",2015,7,3,2019,2
movie,the love affair,nuel naval,"richard gomez, dawn zulueta, bea alonzo, tom rodriguez, tetchie agbayani, al tantay, ana capri, ina feleo",philippines,tv-ma,"dramas, international movies, romantic movies",2015,7,3,2019,2
tv show,a korean odyssey,park hong-kyunkim jung-hyunkim byung-soo,"lee seung-gi, cha seung-won, oh yeon-seo, lee hong-gi, jang gwang, lee se-young",south korea,tv-ma,"international tv shows, korean tv shows, romantic tv shows",2017,5,3,2019,2
movie,the hard way,keoni waxman,"michael jai white, luke goss, randy couture, madalina anea, grant campbell, george remes, ovidiu niculescu, adreea diac, michaela holla, bogden farcas",united states,tv-ma,action & adventure,2019,5,3,2019,2
movie,everyday i love you,mae czarina cruz,"enrique gil, liza soberano, gerald anderson, aiko melendez, carmina villaroel, ariel rivera, marissa delgado, liza lorena",philippines,tv-14,"dramas, international movies, romantic movies",2015,4,3,2019,2
movie,no other woman,ruel s. bayani,"anne curtis, derek ramsay, cristine reyes, tirso cruz iii, carmi martin, john arcilla, marlann flores, ron morales, kat alano",philippines,tv-ma,"dramas, international movies, romantic movies",2011,4,3,2019,2
movie,river's edge,isao yukisada,"fumi nikaido, ryo yoshizawa, shuhei uesugi, sumire, shiori doi, aoi morikawa",japan,tv-ma,"dramas, international movies",2018,2,3,2019,2
movie,weapon of choice,fritz ofner,weapon of choice,"austria, iraq, united states",tv-ma,"documentaries, international movies",2018,2,3,2019,2
movie,"2,215",nottapon boonprakob,artiwara kongmalai,thailand,tv-ma,"documentaries, international movies, sports movies",2018,1,3,2019,2
movie,bnk48: girls don't cry,nawapol thamrongrattanarit,bnk48: girls don't cry,thailand,tv-14,"documentaries, international movies, music & musicals",2018,1,3,2019,2
movie,budapest,xavier gens,"manu payet, jonathan cohen, monsieur poulpe, alice belaïdi, alix poisson","france, belgium",tv-ma,"comedies, international movies",2018,1,3,2019,2
tv show,northern rescue,mark baccidavid cormicandwayne hill,"william baldwin, kathleen robertson, spencer macpherson, taylor thorne, amalia williamson, michelle nolden, peter macneill, natalie lisinska",canada,tv-14,tv dramas,2019,1,3,2019,2
movie,pants on fire,jonathan a. rosenbaum,"bradley steven perry, joshua j. ballard, tyrel jackson williams, brittney wilson, taylor russell, nicholas coombe, rachelle gillis, kevin o'grady",canada,tv-g,"children & family movies, comedies",2014,1,3,2019,2
movie,paranormal investigation,franck phelizon,"andrei indreies, jean-baptiste heuet, jose atuncar, pierre porquet, claudine bertin, gabriella jordan, effie rey, catalin morar, antoine rodriguez","united states, france",tv-14,"horror movies, international movies, thrillers",2018,1,3,2019,2
movie,radio rebel,peter howitt,"debby ryan, sarena parmar, adam dimarco, merritt patterson, nancy robertson",united states,tv-g,"children & family movies, comedies",2012,1,3,2019,2
movie,the boy who harnessed the wind,chiwetel ejiofor,"maxwell simba, chiwetel ejiofor, aïssa maïga, lily banda, lemogang tsipa, philbert falakeza, joseph marcell, noma dumezweni","united kingdom, malawi",tv-pg,"children & family movies, dramas, independent movies",2019,1,3,2019,2
movie,the last runway,"rodrigo salomón, pietro scappini","luis aguirre, andrea quattrocchi, silvio rodas, felix medina, gonzalo vivanco, bruno sosa, andrea frigerio, mauricio a. jortack, rafael rojas doria, roberto weiss, fabio chamorro, sergio quiñonez román, david gerber","paraguay, argentina",tv-ma,"action & adventure, international movies",2018,1,3,2019,2
movie,the spiderwick chronicles,mark waters,"freddie highmore, mary-louise parker, sarah bolger, joan plowright, david strathairn, nick nolte, seth rogen, andrew mccarthy, martin short",united states,pg,children & family movies,2008,1,3,2019,1
movie,your son,miguel ángel vivas,"josé coronado, ana wagener, asia ortega, pol monen, ester expósito","spain, france",tv-ma,"dramas, international movies, thrillers",2018,1,3,2019,2
movie,quién te cantará,carlos vermut,"najwa nimri, eva llorach, carme elias, natalia de molina, julián villagrán, ignacio mateos, lorena iglesias, vicenta n'dongo, inma cuevas, per-olav sorensen","spain, france",tv-ma,"dramas, independent movies, international movies",2018,28,2,2019,4
movie,a second chance,cathy garcia-molina,"john lloyd cruz, bea alonzo, dimples romana, janus del prado, james blanco, ahron villena, beatriz saw, shamaine centenera, khalil ramos, billy crawford, al tantay, arci muñoz",philippines,tv-ma,"dramas, international movies, romantic movies",2015,27,2,2019,4
movie,beauty and the bestie,wenn v. deramas,"vice ganda, coco martin, james reid, nadine lustre, karla estrada, ryan bang, badjie mortiz, alonzo muhlach, marco masa, lassy marquez, mc calaquian",philippines,tv-14,"action & adventure, comedies, international movies",2015,27,2,2019,4
movie,bride for rent,mae czarina cruz,"kim chiu, xian lim, empoy marquez, martin del rosario, pilita corrales, tirso cruz iii, dennis padilla, matt evans, lloyd zaragoza, zeppi borromeo",philippines,tv-pg,"comedies, international movies, romantic movies",2014,27,2,2019,4
movie,can't help falling in love,mae czarina cruz,"kathryn bernardo, daniel padilla, matteo guidicelli, zanjoe marudo, cherry pie picache, lotlot de leon, dennis padilla, lito pimentel, joross gamboa, janus del prado",philippines,tv-14,"comedies, dramas, international movies",2017,27,2,2019,4
movie,evening shadows,sridhar rangayan,"mona ambegaonkar, anant mahadevan, devansh doshi, arpit chaudhary, yamini singh, abhay kulkarni, veena nair, disha thakur",india,tv-pg,"dramas, independent movies, international movies",2018,27,2,2019,4
movie,four sisters and a wedding,cathy garcia-molina,"bea alonzo, toni gonzaga, angel locsin, shaina magdayao, enchong dee, sam milby, angeline quinto, coney reyes",philippines,tv-14,"comedies, dramas, international movies",2013,27,2,2019,4
movie,it takes a man and a woman,cathy garcia-molina,"john lloyd cruz, sarah geronimo, rowell santiago, al tantay, irma adlawan, joross gamboa, gio alvarez, matet de leon, miles ocampo, andre garcia, dante rivero, isabelle daza",philippines,tv-pg,"comedies, international movies, romantic movies",2013,27,2,2019,4
movie,my ex & whys,cathy garcia-molina,"liza soberano, enrique gil, joey marquez, cai cortez, arlene muchlach, ara mina, ryan bang, joross gamboa, jeffrey tam, neils coleta",philippines,tv-14,"comedies, dramas, international movies",2017,27,2,2019,4
movie,she's dating the gangster,cathy garcia-molina,"kathryn bernardo, daniel padilla, richard gomez, dawn zulueta, sofia andres, khalil ramos, ian veneracion, pamu pamorada, igi boy flores, marco gumabao",philippines,tv-14,"dramas, international movies, romantic movies",2014,27,2,2019,4
movie,the breakup playlist,dan villegas,"piolo pascual, sarah geronimo, rio locsin, dennis padilla, badjie mortiz, teddy corpuz, anna luna, jett pangan, cris villonco, maris racal",philippines,tv-ma,"dramas, international movies, music & musicals",2015,27,2,2019,4
movie,the mistress,olivia m. lamasan,"john lloyd cruz, bea alonzo, hilda koronel, ronaldo valdez, anita linda, carmi martin",philippines,tv-ma,"dramas, international movies, romantic movies",2012,27,2,2019,4
movie,zach galifianakis: live at the purple onion,michael blieden,"zach galifianakis, brian unger",united states,tv-ma,stand-up comedy,2006,26,2,2019,4
movie,life of an outcast,pawan k shrivastava,"ravi bhushan bhartiya, shalini mohan, bhaskar jha, manohar pandey, siddharth bharadwaj, jay shanker pandey, deepak jha, komal singh",india,tv-pg,"dramas, independent movies, international movies",2018,25,2,2019,4
movie,the photographer of mauthausen,mar targarona,"mario casas, richard van weyden, alain hernández, adrià salazar, eduard buch, stefan weinert, rubén yuste, nikola stojanovic, frank feys, marc rodríguez, albert mora, luka peros, rainer reiners, toni gomila, emilio gavira, macarena gómez",spain,tv-ma,"dramas, international movies",2018,23,2,2019,4
movie,bert kreischer: the machine,ryan polito,bert kreischer,united states,tv-ma,stand-up comedy,2016,22,2,2019,4
movie,firebrand,aruna raje,"usha jadhav, girish kulkarni, sachin khedekar, rajeshwari sachdev, rushad rana, mrunal oak",india,tv-ma,"dramas, international movies",2019,22,2,2019,4
movie,paddleton,alex lehmann,"mark duplass, ray romano",united states,tv-ma,"comedies, dramas, independent movies",2019,22,2,2019,4
movie,paris is us,elisabeth vogler,"noémie schmidt, grégoire isvarine, marie mottet, lou castel, mathias minne, margaux bonin, julia kouakou, alexandre schreiber, schemci lauth, theo tagand, clément olivieri, doria achour",france,tv-ma,"dramas, independent movies, international movies",2019,22,2,2019,4
movie,shonar pahar,parambrata chatterjee,"tanuja, jishu sengupta, parambrata chatterjee, arunima ghosh, shrijato banerjee, soumitra chatterjee, gargi roychowdhury",india,tv-pg,"dramas, independent movies, international movies",2018,22,2,2019,4
movie,the drug king,woo min-ho,"song kang-ho, cho jung-seok, bae doona, kim so-jin, kim dae-myung, jo woo-jin, lee hee-jun, song young-chang, yoon je-moon",south korea,tv-ma,"dramas, international movies, thrillers",2018,21,2,2019,4
movie,kevin james: sweat the small stuff,paul miller,kevin james,united states,tv-pg,stand-up comedy,2001,20,2,2019,3
movie,transformer,michael del monte,janae marie kroczaleski,canada,tv-ma,"documentaries, lgbtq movies",2017,20,2,2019,3
movie,genius,suseenthiran,"roshan, priyaa lal, aadukalam naren, singam puli, meera krishnan, jayaprakash",india,tv-14,"dramas, independent movies, international movies",2018,17,2,2019,3
movie,black sea,kevin macdonald,"jude law, scoot mcnairy, ben mendelsohn, bobby schofield, tobias menzies, michael smiley, grigoriy dobrygin, david threlfall, jodie whittaker, karl davies","united kingdom, russia, united states",r,"action & adventure, dramas, international movies",2015,16,2,2019,3
movie,studio 54,matt tyrnauer,studio 54,united states,tv-ma,documentaries,2018,16,2,2019,3
movie,awe,prasanth varma,"kajal aggarwal, nithya menon, regina cassandra, eesha rebba, murli sharma, srinivas avasarala, priyadarshi pullikonda",india,tv-ma,"dramas, international movies, sci-fi & fantasy",2018,15,2,2019,3
movie,ayana,gangadhar salimath,"deepak subramanya, apoorva soma, ramesh bhat, harsha h s, karthik a, goutham shashidhar, nagshree karkone, moksha kushal, vedashree rao",india,tv-ma,"dramas, independent movies, international movies",2017,15,2,2019,3
movie,behind the curve,daniel j. clark,behind the curve,united states,tv-14,documentaries,2018,15,2,2019,3
movie,buddies,marcelo galvão,"ariel goldenberg, rita pokk, breno viola, lima duarte, marco luque, daniel torres, monaliza marchi, amélia bittencourt, giulia de souza merigo, deto montenegro, rui unas",brazil,tv-ma,"comedies, dramas, independent movies",2012,15,2,2019,3
movie,candyflip,shanawaz nellikunnil,"prashant prakash, kalki koechlin, prakash raj, gulshan devaiah, valeriya polyanychko",india,tv-ma,"dramas, independent movies, international movies",2017,15,2,2019,3
movie,chameli,sudhir mishra,"kareena kapoor, rahul bose, rinke khanna, yashpal sharma, makrand deshpande, kabir sadanand, pankaj jha",india,tv-14,"dramas, international movies",2004,15,2,2019,3
movie,fatso,rajat kapoor,"ranvir shorey, gul panag, purab kohli, neil bhoopalam, gunjan bakshi, saurabh shukla, atul kumar, brijendra kala, bharati achrekar, rahul vohra",india,tv-14,"comedies, dramas, international movies",2012,15,2,2019,3
tv show,hjørdis,lars kaalund,"lise baastrup, martin brygmann, ellen hillingsø, nicky andersen, nicoline sharma rubow, jasmin bart-williams, william rützou, marius due, robert hansen",denmark,tv-ma,"international tv shows, tv comedies, tv dramas",2015,15,2,2019,3
movie,neevevaro,hari nath,"aadhi, tapsee pannu, ritika singh, vennela kishore, sapthagiri",india,tv-14,"dramas, international movies, romantic movies",2018,15,2,2019,3
movie,pyaar ke side effects,saket chaudhary,"rahul bose, mallika sherawat, ranvir shorey, sharat saxena, aamir bashir, taraana raja, jas arora, suchitra pillai, sapna bhavnani, sophiya chaudhary",india,tv-ma,"comedies, international movies, romantic movies",2006,15,2,2019,3
movie,sur: the melody of life,tanuja chandra,"lucky ali, simone singh, achint kaur, ehsan khan, harsh vasisht, yashodhan bal, gauri karnik, divya dutta",india,tv-14,"dramas, international movies",2002,15,2,2019,1
movie,the breaker upperers,"jackie van beek, madeleine sami","madeleine sami, jackie van beek, james rolleston, celia pacquola, ana scotney, rima te wiata, carl bland, brett o'gorman, cohen holloway, jemaine clement",new zealand,tv-ma,"comedies, independent movies, international movies",2018,15,2,2019,3
tv show,the kirlian frequency,cristian ponce,"nicolás van de moortele, letizia denise bloisi, maría dupláa, ciro herce, milagros molina, jorge pinarello, casper uncal, jorge luis alonso",argentina,tv-14,"international tv shows, spanish-language tv shows, tv horror",2017,15,2,2019,3
movie,ugly aur pagli,sachin kamlakar khot,"mallika sherawat, ranvir shorey, tinnu anand, sushmita mukherjee, manish anand, vihang nayak, bharati achrekar, zeenat aman",india,tv-14,"comedies, international movies, romantic movies",2008,15,2,2019,3
movie,yucatán,daniel monzón,"luis tosar, rodrigo de la serna, joan pera, stephanie cayo, gloria muñoz, adrián núñez, alicia fernández, jorge asín, agustín jiménez, lupe cartié roda, txell aixendri, xavi lite, alejandro vera, joão lagarto",spain,tv-ma,"comedies, international movies",2018,15,2,2019,3
tv show,barbie dreamhouse adventures,vagabond inn,"america young, kirsten day, cassandra morris, cassidy naber, ritesh rajan","united states, canada",tv-y,kids' tv,2018,14,2,2019,3
movie,"ken jeong: you complete me, ho",jon m. chu,ken jeong,united states,tv-ma,stand-up comedy,2019,14,2,2019,3
tv show,velvet colección,ramón campos  gema r. neira,"marta hazas, asier etxeandía, adrián lastra, diego martín, fernando guallar, llorenç gonzález, megan montaner, mónica cruz, marta torné, andrea duro, aitana sánchez-gijón, adriana ozores, imanol arias",spain,tv-14,"international tv shows, romantic tv shows, spanish-language tv shows",2018,14,2,2019,3
movie,period. end of sentence.,rayka zehtabchi,period. end of sentence.,united states,tv-pg,documentaries,2018,12,2,2019,3
tv show,iron ladies,youngyooth thongkonthun,"aviis zhong, ben wu, ada pan, jacqueline zhu, gabriel lan, jack lee, wu ting-chien, wills sia, su yen-ti, jenny huang",taiwan,tv-14,"international tv shows, romantic tv shows, tv dramas",2018,9,2,2019,3
movie,high flying bird,steven soderbergh,"andré holland, zazie beetz, bill duke, kyle maclachlan, melvin gregg, sonja sohn, zachary quinto",united states,tv-ma,"dramas, sports movies",2019,8,2,2019,2
movie,kevin hart's guide to black history,tom stern,"kevin hart, saniyya sidney, lil rel howery, eoghan thomas murphy, tiffany haddish, al shearer, lonnie chavis, alphonso mcauley, nika williams, barry brewer, greg germann, john ennis, jay johnston",united states,tv-pg,"children & family movies, comedies",2019,8,2,2019,2
movie,remastered: the two killings of sam cooke,kelly duane de la vega,sam cooke,united states,tv-ma,"documentaries, music & musicals",2019,8,2,2019,2
movie,the tree of blood,julio medem,"úrsula corberó, álvaro cervantes, najwa nimri, patricia lópez arnaiz, daniel grao, joaquín furriel, maria molins, emilio gutiérrez caba, luisa gavasa, josé maría pou, ángela molina",spain,tv-ma,"dramas, independent movies, international movies",2018,8,2,2019,2
movie,"ray romano: right here, around the corner",michael showalter,ray romano,united states,tv-ma,stand-up comedy,2019,5,2,2019,2
movie,await further instructions,johnny kevorkian,"sam gittins, grant masters, neerja naik, abigail cruttenden, kris saddler, holly weston, david bradley",united kingdom,tv-ma,"horror movies, sci-fi & fantasy",2018,2,2,2019,2
movie,manusangada,amshan kumar,"rajeev anand, manimegalai, a.s. sasi kumar, vidhur rajarajan, sheela rajkumar, sethu darwin, anand sampath, karuna prasad",india,tv-14,"dramas, independent movies, international movies",2017,2,2,2019,2
movie,14 minutes from earth,"adam davis, jerry kolber, trey nelson, erich sturm",14 minutes from earth,united states,tv-ma,documentaries,2016,1,2,2019,2
movie,dear ex,"hsu chih-yen, mag hsu","roy chiu, hsieh ying-xuan, joseph huang, spark chen",taiwan,tv-ma,"comedies, dramas, international movies",2018,1,2,2019,2
movie,lego dc comics: batman be-leaguered,rick morales,"dee bradley baker, troy baker, john dimaggio, grey delisle, tom kenny, nolan north, khary payton, james arnold taylor",united states,tv-y7,movies,2014,1,2,2019,2
movie,lego marvel super heroes: black panther,michael d. black,"james mathis iii, keston john, yvette nicole brown, daisy lightfoot, isaac c. singleton jr., trevor devall, liam o'brien, mick wingert, fred tatasciore, laura bailey",united states,tv-y7,children & family movies,2018,1,2,2019,2
tv show,littlest pet shop: a world of our own,gillian comerford,"rhona rees, ingrid nilson, diana kaarina, travis turner, lili beaudoin, kyle rideout, vincent tong, alessandro juliani, ian hanlin, brittney wilson, bethany brown, tabitha st. germain",united states,tv-y7,kids' tv,2018,1,2,2019,2
movie,velvet buzzsaw,dan gilroy,"jake gyllenhaal, rene russo, zawe ashton, toni collette, john malkovich, natalia dyer, daveed diggs, tom sturridge",united states,r,"dramas, thrillers",2019,1,2,2019,2
movie,hantu kak limah,mamat khalid,"awie, arab khalid, sharwani ns, tj isa, delimawati, zul ariffin, uqasha senrose, ropie cecupak",malaysia,tv-pg,"comedies, horror movies, international movies",2018,31,1,2019,4
